Mês,Dia,Hora,Pressao Atmosferica {kPa},Umidade {kg/kg},U. R. {%},Densidade do ar {kg/m3}
4,30,4,92.5,13.609.145,97,1.084
4,30,5,92.5,13.304.019,96,1.085
4,30,6,92.5,13.614.697,95,1.083
4,30,7,92.5,13.525.855,95,1.083
4,30,8,92.6,12.860.622,96,1.089
4,30,9,92.6,13.030.539,96,1.088
4,30,10,92.6,13.925.893,93,1.081
4,30,11,92.7,13.686.891,83,1.077
4,30,12,92.6,13.806.811,82,1.074
4,30,13,92.6,13.559.484,84,1.077
4,30,14,92.5,13.079.845,83,1.078
4,30,15,92.5,13.109.771,87,1.080
4,30,16,92.5,12.673.754,87,1.083
4,30,17,92.5,12.673.754,87,1.083
4,30,18,92.5,12.756.818,88,1.084
4,30,19,92.6,12.696.015,91,1.087
4,30,20,92.6,12.652.893,92,1.088
4,30,21,92.6,12.777.512,94,1.088
4,30,22,92.7,13.268.026,100,1.090
4,30,23,92.7,12.512.719,96,1.092
4,30,24,92.7,12.472.054,97,1.093
5,1,1,92.7,1.259.577,98,1.093
5,1,2,92.7,12.472.054,97,1.093
5,1,3,92.6,12.120.116,96,1.094
5,1,4,92.6,1.216.159,97,1.094
5,1,5,92.6,12.081.687,97,1.095
5,1,6,92.5,11.816.527,96,1.095
5,1,7,92.6,11.964.733,98,1.096
5,1,8,92.7,11.868.595,96,1.097
5,1,9,92.7,11.827.158,95,1.096
5,1,10,92.8,12.005.141,91,1.093
5,1,11,92.8,12.005.141,91,1.093
5,1,12,92.8,12.042.448,87,1.090
5,1,13,92.8,1.241.528,91,1.091
5,1,14,92.7,11.811.608,86,1.091
5,1,15,92.7,1.176.717,82,1.088
5,1,16,92.6,1.207.033,87,1.088
5,1,17,92.6,11.618.247,82,1.088
5,1,18,92.7,12.181.595,91,1.091
5,1,19,92.7,12.065.138,95,1.095
5,1,20,92.7,11.827.158,95,1.096
5,1,21,92.8,11.777.059,96,1.098
5,1,22,92.8,11.699.197,96,1.099
5,1,23,92.9,11.966.536,99,1.100
5,1,24,92.9,11.573.406,97,1.101
5,2,1,92.9,11.414.205,95,1.101
5,2,2,92.9,10.989.052,92,1.102
5,2,3,92.8,10.315.048,87,1.102
5,2,4,92.8,10.480.042,90,1.104
5,2,5,92.8,10.183.984,88,1.104
5,2,6,92.8,10.031.232,86,1.104
5,2,7,92.8,1.060.385,93,1.104
5,2,8,92.9,10.550.651,92,1.105
5,2,9,93.0,10.231.248,88,1.106
5,2,10,93.0,9.879.192,78,1.102
5,2,11,93.1,10.438.598,75,1.097
5,2,12,93.1,1.067.361,77,1.096
5,2,13,93.0,11.076.132,77,1.092
5,2,14,92.9,11.370.433,78,1.090
5,2,15,92.8,12.207.846,87,1.089
5,2,16,92.8,11.590.925,82,1.090
5,2,17,92.8,11.551.813,83,1.091
5,2,18,92.8,11.797.957,86,1.092
5,2,19,92.8,12.005.141,91,1.093
5,2,20,92.9,11.993.904,93,1.096
5,2,21,93.0,11.497.733,89,1.098
5,2,22,93.0,11.779.506,92,1.098
5,2,23,93.0,1.178.333,93,1.099
5,2,24,93.0,11.543.829,91,1.099
5,3,1,92.9,11.800.759,95,1.099
5,3,2,92.9,11.207.361,90,1.100
5,3,3,92.8,10.993.476,90,1.100
5,3,4,92.8,10.993.476,90,1.100
5,3,5,92.8,10.844.603,90,1.101
5,3,6,92.8,10.844.603,90,1.101
5,3,7,92.9,10.832.275,90,1.102
5,3,8,92.9,10.790.972,89,1.102
5,3,9,93.0,11.111.948,89,1.100
5,3,10,93.0,11.254.197,85,1.097
5,3,11,93.0,11.398.214,79,1.091
5,3,12,93.0,11.682.836,76,1.087
5,3,13,92.9,11.407.342,71,1.084
5,3,14,92.8,11.737.174,64,1.075
5,3,15,92.7,11.421.358,59,1.071
5,3,16,92.7,12.629.379,69,1.071
5,3,17,92.7,13.499.172,77,1.073
5,3,18,92.7,1.317.393,85,1.081
5,3,19,92.7,12.597.029,91,1.088
5,3,20,92.8,12.959.928,95,1.090
5,3,21,92.8,12.622.866,95,1.092
5,3,22,92.8,12.622.866,95,1.092
5,3,23,92.8,1.258.135,96,1.093
5,3,24,92.8,12.335.091,96,1.095
5,4,1,92.8,12.212.476,95,1.095
5,4,2,92.8,12.170.997,94,1.095
5,4,3,92.7,12.267.624,96,1.094
5,4,4,92.7,12.267.624,96,1.094
5,4,5,92.6,12.281.316,96,1.093
5,4,6,92.6,12.402.909,95,1.091
5,4,7,92.6,12.443.658,94,1.091
5,4,8,92.7,12.429.692,94,1.092
5,4,9,92.7,12.429.692,94,1.092
5,4,10,92.8,12.249.782,91,1.092
5,4,11,92.8,12.249.794,86,1.088
5,4,12,92.8,126.299,87,1.087
5,4,13,92.7,12.664.069,79,1.080
5,4,14,92.6,12.057.113,69,1.074
5,4,15,92.6,13.271.873,67,1.065
5,4,16,92.5,13.386.699,63,1.060
5,4,17,92.5,1.308.081,64,1.063
5,4,18,92.5,12.163.506,61,1.066
5,4,19,92.5,14.496.438,87,1.073
5,4,20,92.5,14.033.613,93,1.079
5,4,21,92.6,13.868.786,95,1.083
5,4,22,92.6,13.641.095,96,1.084
5,4,23,92.6,13.464.104,96,1.085
5,4,24,92.6,13.289.161,96,1.086
5,5,1,92.5,13.089.317,95,1.086
5,5,2,92.5,13.089.317,95,1.086
5,5,3,92.5,13.089.317,95,1.086
5,5,4,92.5,13.089.317,95,1.086
5,5,5,92.4,13.145.601,96,1.085
5,5,6,92.4,13.145.601,96,1.085
5,5,7,92.3,13.205.225,95,1.083
5,5,8,92.4,13.190.401,95,1.084
5,5,9,92.4,13.809.429,95,1.081
5,5,10,92.4,1.336.626,83,1.075
5,5,11,92.4,13.292.352,68,1.064
5,5,12,92.4,12.581.695,63,1.064
5,5,13,92.3,12.865.158,61,1.059
5,5,14,92.3,12.938.397,56,1.053
5,5,15,92.2,11.879.601,53,1.055
5,5,16,92.1,11.589.111,47,1.050
5,5,17,92.1,12.666.781,53,1.050
5,5,18,92.1,1.225.093,55,1.054
5,5,19,92.1,14.747.109,84,1.064
5,5,20,92.2,1.450.505,87,1.069
5,5,21,92.2,14.826.066,95,1.072
5,5,22,92.2,14.415.202,100,1.078
5,5,23,92.3,14.215.248,100,1.080
5,5,24,92.2,14.048.959,100,1.080
5,6,1,92.2,13.827.321,99,1.081
5,6,2,92.2,13.602.958,100,1.082
5,6,3,92.2,13.341.522,100,1.084
5,6,4,92.2,13.084.619,100,1.086
5,6,5,92.2,1.266.633,100,1.088
5,6,6,92.1,12.072.863,99,1.090
5,6,7,92.0,12.048.687,100,1.090
5,6,8,92.1,11.791.083,96,1.090
5,6,9,92.2,11.837.599,84,1.083
5,6,10,92.2,1.257.975,75,1.072
5,6,11,92.2,13.248.665,77,1.069
5,6,12,92.2,13.325.091,64,1.058
5,6,13,92.1,13.273.878,62,1.055
5,6,14,92.1,13.147.854,64,1.058
5,6,15,92.1,14.529.067,77,1.060
5,6,16,92.0,12.811.983,80,1.072
5,6,17,91.9,11.891.503,71,1.070
5,6,18,92.0,1.229.102,78,1.074
5,6,19,92.0,12.913.668,90,1.078
5,6,20,92.1,12.940.408,91,1.080
5,6,21,92.1,12.940.408,91,1.080
5,6,22,92.0,12.910.555,92,1.079
5,6,23,92.1,12.934.861,94,1.082
5,6,24,92.1,12.722.375,95,1.084
5,7,1,92.1,12.722.375,95,1.084
5,7,2,92.0,12.569.618,95,1.084
5,7,3,92.0,12.281.124,94,1.085
5,7,4,92.0,12.322.611,95,1.085
5,7,5,92.0,12.322.611,95,1.085
5,7,6,92.0,12.322.611,95,1.085
5,7,7,92.0,12.322.611,95,1.085
5,7,8,92.0,12.160.338,95,1.086
5,7,9,92.1,12.389.436,92,1.084
5,7,10,92.2,1.257.386,76,1.073
5,7,11,92.2,11.879.556,77,1.078
5,7,12,92.2,11.474.762,65,1.071
5,7,13,92.1,11.235.831,64,1.070
5,7,14,92.1,11.772.937,61,1.063
5,7,15,92.0,11.864.549,63,1.064
5,7,16,92.0,12.201.669,61,1.059
5,7,17,92.0,11.775.666,63,1.064
5,7,18,92.0,12.936.596,82,1.073
5,7,19,92.1,12.646.604,87,1.079
5,7,20,92.1,12.639.307,94,1.083
5,7,21,92.2,12.666.529,94,1.085
5,7,22,92.3,12.693.786,95,1.086
5,7,23,92.3,12.651.807,96,1.087
5,7,24,92.3,12.404.159,96,1.089
5,8,1,92.3,12.362.659,95,1.088
5,8,2,92.3,12.077.894,94,1.090
5,8,3,92.3,12.119.358,95,1.090
5,8,4,92.2,12.174.459,96,1.089
5,8,5,92.2,12.014.423,96,1.090
5,8,6,92.2,12.014.423,96,1.090
5,8,7,92.2,11.462.676,94,1.092
5,8,8,92.2,11.297.187,91,1.091
5,8,9,92.2,11.479.579,86,1.087
5,8,10,92.2,11.880.315,86,1.085
5,8,11,92.2,12.302.914,79,1.076
5,8,12,92.2,12.061.593,72,1.072
5,8,13,92.1,11.662.558,65,1.068
5,8,14,92.0,12.189.737,69,1.067
5,8,15,92.1,12.394.207,70,1.068
5,8,16,92.0,1.286.518,71,1.064
5,8,17,91.9,12.821.749,72,1.065
5,8,18,92.0,13.831.324,86,1.070
5,8,19,92.1,14.038.264,96,1.076
5,8,20,92.1,13.814.433,95,1.077
5,8,21,92.1,13.551.116,93,1.077
5,8,22,92.1,13.724.154,95,1.077
5,8,23,92.1,13.461.902,93,1.078
5,8,24,92.0,13.430.042,94,1.077
5,9,1,92.0,13.602.126,95,1.077
5,9,2,92.0,13.643.774,96,1.078
5,9,3,92.0,13.513.298,95,1.078
5,9,4,92.0,13.471.667,95,1.078
5,9,5,92.0,13.554.935,96,1.078
5,9,6,92.0,13.554.935,96,1.078
5,9,7,92.1,13.276.576,96,1.081
5,9,8,92.1,12.389.436,92,1.084
5,9,9,92.1,12.431.104,91,1.083
5,9,10,92.2,12.759.433,88,1.080
5,9,11,92.2,1.339.772,83,1.073
5,9,12,92.2,13.498.234,82,1.071
5,9,13,92.2,14.033.204,80,1.067
5,9,14,92.2,13.569.672,78,1.068
5,9,15,92.2,13.652.915,80,1.069
5,9,16,92.2,13.652.915,80,1.069
5,9,17,92.2,13.652.915,80,1.069
5,9,18,92.2,13.466.047,80,1.070
5,9,19,92.3,13.565.517,83,1.073
5,9,20,92.3,12.932.332,83,1.077
5,9,21,92.3,12.834.882,86,1.079
5,9,22,92.3,13.306.525,90,1.079
5,9,23,92.3,13.001.101,89,1.080
5,9,24,92.3,12.993.998,93,1.083
5,10,1,92.2,13.172.179,98,1.084
5,10,2,92.2,1.299.998,100,1.086
5,10,3,92.2,12.749.012,100,1.088
5,10,4,92.2,12.749.012,100,1.088
5,10,5,92.1,13.270.087,100,1.083
5,10,6,92.1,13.231.481,97,1.082
5,10,7,92.2,13.008.753,93,1.082
5,10,8,92.2,12.967.184,92,1.081
5,10,9,92.2,12.884.065,90,1.081
5,10,10,92.2,12.510.332,83,1.078
5,10,11,92.2,12.906.022,82,1.075
5,10,12,92.2,13.921.323,76,1.065
5,10,13,92.0,15.072.946,88,1.064
5,10,14,91.9,15.054.132,78,1.056
5,10,15,91.7,15.172.795,73,1.050
5,10,16,91.7,14.629.477,68,1.048
5,10,17,91.8,15.657.795,88,1.059
5,10,18,91.9,14.028.273,95,1.073
5,10,19,92.0,13.471.667,95,1.078
5,10,20,92.0,12.698.052,91,1.080
5,10,21,92.1,13.322.163,95,1.080
5,10,22,92.2,12.708.065,95,1.085
5,10,23,92.2,12.213.704,95,1.088
5,10,24,92.3,11.414.675,95,1.094
5,11,1,92.3,11.345.825,97,1.096
5,11,2,92.3,11.573.932,97,1.095
5,11,3,92.3,11.146.619,94,1.096
5,11,4,92.2,11.258.203,100,1.097
5,11,5,92.2,10.841.134,97,1.098
5,11,6,92.2,10.637.554,99,1.101
5,11,7,92.3,10.596.647,100,1.103
5,11,8,92.4,10.321.787,97,1.104
5,11,9,92.4,10.437.167,93,1.101
5,11,10,92.5,10.675.278,86,1.096
5,11,11,92.5,10.386.469,80,1.094
5,11,12,92.5,10.638.841,78,1.090
5,11,13,92.5,10.663.462,74,1.087
5,11,14,92.5,106.222,73,1.087
5,11,15,92.4,10.998.134,77,1.086
5,11,16,92.4,10.893.485,81,1.090
5,11,17,92.5,10.309.724,86,1.098
5,11,18,92.5,10.722.356,95,1.101
5,11,19,92.5,10.763.652,96,1.102
5,11,20,92.5,10.408.284,96,1.104
5,11,21,92.5,10.379.717,97,1.105
5,11,22,92.5,10.478.515,96,1.104
5,11,23,92.5,10.763.652,96,1.102
5,11,24,92.6,10.649.674,97,1.104
5,12,1,92.5,11.147.348,100,1.101
5,12,2,92.5,11.001.283,100,1.103
5,12,3,92.5,11.147.348,100,1.101
5,12,4,92.5,11.221.031,100,1.101
5,12,5,92.4,1.153.286,100,1.098
5,12,6,92.4,11.685.266,100,1.097
5,12,7,92.4,11.685.266,100,1.097
5,12,8,92.5,11.554.649,99,1.098
5,12,9,92.5,11.554.649,99,1.098
5,12,10,92.5,11.743.576,98,1.096
5,12,11,92.4,1.191.262,98,1.094
5,12,12,92.4,12.266.641,83,1.082
5,12,13,92.3,130.161,75,1.070
5,12,14,92.2,12.542.214,61,1.060
5,12,15,92.1,12.981.753,62,1.057
5,12,16,92.1,12.566.927,57,1.054
5,12,17,92.1,1.281.575,60,1.056
5,12,18,92.1,129.143,64,1.059
5,12,19,92.2,13.629.909,72,1.063
5,12,20,92.2,14.810.985,91,1.070
5,12,21,92.2,12.925.622,91,1.081
5,12,22,92.3,12.910.869,91,1.082
5,12,23,92.3,13.077.151,95,1.083
5,12,24,92.3,13.205.225,95,1.083
5,13,1,92.3,13.326.757,100,1.085
5,13,2,92.2,13.169.754,100,1.085
5,13,3,92.2,13.255.387,100,1.084
5,13,4,92.2,13.255.387,100,1.084
5,13,5,92.1,13.706.317,100,1.081
5,13,6,92.1,13.884.396,100,1.080
5,13,7,92.2,13.779.804,100,1.081
5,13,8,92.3,12.528.609,90,1.084
5,13,9,92.3,13.288.436,97,1.084
5,13,10,92.3,13.548.432,86,1.075
5,13,11,92.4,13.050.559,75,1.071
5,13,12,92.3,13.629.251,75,1.066
5,13,13,92.3,13.511.433,61,1.055
5,13,14,92.3,15.867.737,76,1.055
5,13,15,92.3,15.321.977,88,1.066
5,13,16,92.3,14.084.564,90,1.074
5,13,17,92.3,12.568.752,94,1.086
5,13,18,92.4,11.216.768,96,1.098
5,13,19,92.5,109.501,97,1.101
5,13,20,92.6,10.368.185,97,1.106
5,13,21,92.6,10.188.704,96,1.107
5,13,22,92.6,10.010.904,95,1.108
5,13,23,92.7,9.624.532,94,1.111
5,13,24,92.7,9.195.644,93,1.114
5,14,1,92.7,9.341.516,95,1.114
5,14,2,92.7,9.341.516,95,1.114
5,14,3,92.6,9.351.981,95,1.113
5,14,4,92.6,9.099.281,95,1.115
5,14,5,92.6,903.705,95,1.115
5,14,6,92.6,9.288.235,95,1.113
5,14,7,92.6,9.351.981,95,1.113
5,14,8,92.6,9.416.111,95,1.112
5,14,9,92.8,9.696.042,96,1.113
5,14,10,92.8,9.853.875,95,1.111
5,14,11,92.9,10.320.754,95,1.109
5,14,12,92.9,10.086.367,91,1.108
5,14,13,92.8,10.126.137,90,1.106
5,14,14,92.8,9.494.566,83,1.106
5,14,15,92.7,9.614.773,84,1.105
5,14,16,92.7,9.944.492,87,1.104
5,14,17,92.7,9.820.565,89,1.107
5,14,18,92.7,9.741.377,92,1.109
5,14,19,92.7,9.906.085,96,1.110
5,14,20,92.7,9.772.862,96,1.111
5,14,21,92.8,989.506,96,1.112
5,14,22,92.8,9.853.875,95,1.111
5,14,23,92.8,9.962.196,96,1.111
5,14,24,92.8,10.029.735,96,1.110
5,15,1,92.7,10.177.353,96,1.108
5,15,2,92.7,10.315.433,96,1.107
5,15,3,92.7,10.343.843,95,1.106
5,15,4,92.6,10.496.132,95,1.104
5,15,5,92.6,10.567.114,95,1.104
5,15,6,92.5,10.722.356,95,1.101
5,15,7,92.6,1.063.852,95,1.103
5,15,8,92.6,11.043.304,96,1.101
5,15,9,92.6,10.993.295,93,1.100
5,15,10,92.7,11.205.217,93,1.099
5,15,11,92.7,11.491.884,86,1.093
5,15,12,92.6,12.039.979,74,1.079
5,15,13,92.6,1.226.982,71,1.075
5,15,14,92.5,11.782.305,57,1.064
5,15,15,92.4,1.033.458,49,1.064
5,15,16,92.4,10.641.135,49,1.062
5,15,17,92.4,12.457.304,62,1.063
5,15,18,92.4,13.665.377,70,1.063
5,15,19,92.4,13.404.706,72,1.066
5,15,20,92.4,1.441.536,82,1.068
5,15,21,92.5,14.156.501,88,1.075
5,15,22,92.5,14.052.319,90,1.077
5,15,23,92.5,13.752.271,95,1.082
5,15,24,92.5,13.395.902,95,1.084
5,16,1,92.5,13.525.855,95,1.083
5,16,2,92.5,13.304.019,96,1.085
5,16,3,92.5,12.833.437,95,1.088
5,16,4,92.4,12.430.749,95,1.089
5,16,5,92.4,1.230.879,96,1.090
5,16,6,92.4,12.269.257,97,1.091
5,16,7,92.4,12.474.808,100,1.092
5,16,8,92.4,12.233.054,100,1.093
5,16,9,92.5,12.299.592,100,1.094
5,16,10,92.4,12.861.516,87,1.081
5,16,11,92.4,13.267.608,77,1.071
5,16,12,92.3,13.529.911,70,1.063
5,16,13,92.3,13.453.033,61,1.055
5,16,14,92.1,13.725.847,59,1.050
5,16,15,92.0,13.024.262,54,1.047
5,16,16,92.0,12.741.589,53,1.048
5,16,17,91.9,12.867.245,55,1.049
5,16,18,91.9,13.173.939,58,1.050
5,16,19,92.0,13.483.916,66,1.057
5,16,20,92.0,13.677.478,70,1.059
5,16,21,92.0,13.179.793,79,1.069
5,16,22,92.1,13.205.554,79,1.070
5,16,23,92.1,13.089.364,76,1.068
5,16,24,92.1,13.114.424,79,1.071
5,17,1,92.1,1.262.014,80,1.074
5,17,2,92.1,12.708.154,80,1.073
5,17,3,92.1,127.912,81,1.074
5,17,4,92.2,13.292.397,86,1.076
5,17,5,92.2,12.942.192,85,1.076
5,17,6,92.2,1.276.675,84,1.078
5,17,7,92.3,13.250.613,95,1.082
5,17,8,92.3,12.693.786,95,1.086
5,17,9,92.3,12.864.142,94,1.084
5,17,10,92.2,12.634.855,85,1.079
5,17,11,92.3,12.495.589,83,1.079
5,17,12,92.3,1.266.876,83,1.078
5,17,13,92.3,12.902.844,79,1.074
5,17,14,92.3,13.457.413,86,1.076
5,17,15,92.3,13.915.563,96,1.079
5,17,16,92.3,13.556.262,95,1.081
5,17,17,92.2,1.353.573,93,1.078
5,17,18,92.2,13.889.542,95,1.077
5,17,19,92.2,13.363.381,91,1.078
5,17,20,92.2,13.316.411,92,1.079
5,17,21,92.2,13.223.965,94,1.081
5,17,22,92.2,13.050.328,94,1.082
5,17,23,92.2,1.283.715,93,1.083
5,17,24,92.2,1.283.715,93,1.083
5,18,1,92.2,12.756.505,89,1.081
5,18,2,92.1,13.068.615,92,1.080
5,18,3,92.1,1.239.137,87,1.080
5,18,4,92.0,13.038.363,93,1.079
5,18,5,92.0,12.197.039,91,1.083
5,18,6,92.0,12.611.395,94,1.083
5,18,7,92.0,12.736.716,95,1.083
5,18,8,92.0,12.487.581,90,1.081
5,18,9,92.1,1.248.361,82,1.076
5,18,10,92.2,13.292.397,86,1.076
5,18,11,92.2,12.940.447,75,1.070
5,18,12,92.1,13.442.278,73,1.064
5,18,13,92.1,14.028.859,69,1.057
5,18,14,92.0,13.525.498,67,1.057
5,18,15,92.0,13.821.624,67,1.055
5,18,16,92.0,13.623.638,67,1.056
5,18,17,92.1,13.062.107,95,1.082
5,18,18,92.2,10.625.897,97,1.100
5,18,19,92.4,10.602.233,97,1.102
5,18,20,92.4,10.755.747,92,1.098
5,18,21,92.4,1.105.948,94,1.097
5,18,22,92.4,10.976.822,92,1.097
5,18,23,92.5,10.423.216,87,1.098
5,18,24,92.4,11.360.492,94,1.095
5,19,1,92.5,11.306.345,93,1.096
5,19,2,92.5,11.204.242,96,1.099
5,19,3,92.5,112.456,97,1.099
5,19,4,92.4,11.258.127,97,1.098
5,19,5,92.5,109.501,97,1.101
5,19,6,92.5,100.106,98,1.108
5,19,7,92.6,9.866.118,98,1.111
5,19,8,92.6,9.775.467,99,1.112
5,19,9,92.6,9.841.189,99,1.112
5,19,10,92.7,9.871.544,100,1.113
5,19,11,92.7,983.036,99,1.113
5,19,12,92.8,9.761.985,96,1.113
5,19,13,92.7,9.932.101,95,1.109
5,19,14,92.7,9.958.508,94,1.109
5,19,15,92.7,9.798.097,95,1.110
5,19,16,92.7,9.575.993,96,1.113
5,19,17,92.7,9.534.851,95,1.113
5,19,18,92.7,9.405.575,95,1.114
5,19,19,92.7,948.783,97,1.114
5,19,20,92.7,948.783,97,1.114
5,19,21,92.8,9.308.577,96,1.116
5,19,22,92.8,9.536.711,100,1.117
5,19,23,92.8,9.413.311,97,1.116
5,19,24,92.8,9.390.808,98,1.117
5,20,1,92.8,937.219,96,1.116
5,20,2,92.8,9.753.979,99,1.114
5,20,3,92.8,9.459.434,95,1.114
5,20,4,92.7,9.511.152,96,1.113
5,20,5,92.7,9.871.544,100,1.113
5,20,6,92.7,9.772.862,96,1.111
5,20,7,92.7,9.665.686,95,1.111
5,20,8,92.7,9.772.862,96,1.111
5,20,9,92.7,9.973.296,96,1.110
5,20,10,92.7,10.443.131,94,1.105
5,20,11,92.8,1.092.723,92,1.102
5,20,12,92.7,10.399.087,87,1.101
5,20,13,92.7,10.943.545,84,1.095
5,20,14,92.6,11.426.354,86,1.092
5,20,15,92.5,11.646.569,91,1.092
5,20,16,92.5,11.147.818,91,1.096
5,20,17,92.5,11.279.206,96,1.098
5,20,18,92.6,11.075.962,95,1.100
5,20,19,92.6,11.075.962,95,1.100
5,20,20,92.6,11.158.652,97,1.101
5,20,21,92.7,10.884.469,96,1.103
5,20,22,92.7,11.419.569,100,1.102
5,20,23,92.7,11.494.847,100,1.101
5,20,24,92.7,11.646.742,100,1.100
5,21,1,92.7,11.646.742,100,1.100
5,21,2,92.6,11.659.555,100,1.099
5,21,3,92.5,11.672.396,100,1.098
5,21,4,92.5,11.672.396,100,1.098
5,21,5,92.4,11.685.266,100,1.097
5,21,6,92.4,11.839.481,100,1.096
5,21,7,92.5,11.982.305,100,1.096
5,21,8,92.5,11.672.396,100,1.098
5,21,9,92.6,1.150.749,100,1.100
5,21,10,92.7,11.270.341,100,1.103
5,21,11,92.6,11.282.733,100,1.102
5,21,12,92.6,11.576.733,98,1.098
5,21,13,92.6,11.570.605,96,1.097
5,21,14,92.5,11.258.521,91,1.095
5,21,15,92.6,11.476.885,91,1.094
5,21,16,92.6,11.493.936,96,1.098
5,21,17,92.5,11.423.998,94,1.096
5,21,18,92.6,1.161.201,97,1.098
5,21,19,92.6,11.274.464,98,1.101
5,21,20,92.6,11.241.366,99,1.101
5,21,21,92.7,11.196.386,100,1.103
5,21,22,92.7,10.480.452,100,1.109
5,21,23,92.8,9.696.042,96,1.113
5,21,24,92.8,9.654.884,95,1.113
5,22,1,92.8,9.720.818,95,1.112
5,22,2,92.8,9.613.731,94,1.112
5,22,3,92.8,9.654.884,95,1.113
5,22,4,92.7,9.937.595,100,1.113
5,22,5,92.7,968.238,97,1.113
5,22,6,92.7,9.423.754,97,1.115
5,22,7,92.8,9.163.155,94,1.116
5,22,8,92.8,901.817,92,1.116
5,22,9,92.9,8.371.347,78,1.113
5,22,10,93.1,8.642.893,79,1.114
5,22,11,93.1,9.802.617,88,1.111
5,22,12,93.1,9.857.569,86,1.109
5,22,13,93.0,9.704.294,83,1.107
5,22,14,93.0,951.344,84,1.109
5,22,15,92.9,9.339.736,86,1.111
5,22,16,92.9,9.102.486,85,1.112
5,22,17,92.9,9.438.406,90,1.112
5,22,18,92.9,9.407.747,94,1.115
5,22,19,92.9,8.904.535,91,1.117
5,22,20,93.0,8.832.881,94,1.121
5,22,21,93.0,8.391.338,91,1.123
5,22,22,93.0,8.438.303,96,1.126
5,22,23,93.0,8.380.325,96,1.126
5,22,24,93.0,8.673.761,96,1.124
5,23,1,93.0,8.996.724,95,1.120
5,23,2,93.0,8.996.724,95,1.120
5,23,3,93.0,9.161.045,99,1.121
5,23,4,92.9,9.150.499,100,1.121
5,23,5,92.9,8.866.359,99,1.123
5,23,6,92.9,8.806.507,99,1.123
5,23,7,92.9,8.642.385,95,1.122
5,23,8,92.9,8.803.422,96,1.121
5,23,9,93.0,8.955.659,94,1.120
5,23,10,93.1,9.492.364,95,1.117
5,23,11,93.0,8.388.965,73,1.110
5,23,12,93.0,7.897.686,63,1.106
5,23,13,93.0,7.951.066,60,1.102
5,23,14,92.9,8.729.678,64,1.098
5,23,15,92.9,9.345.824,67,1.095
5,23,16,92.9,9.975.028,74,1.097
5,23,17,92.8,9.537.267,76,1.101
5,23,18,92.8,8.832.969,76,1.106
5,23,19,92.9,8.663.638,79,1.111
5,23,20,92.9,9.801.697,94,1.112
5,23,21,92.9,9.578.637,95,1.114
5,23,22,93.0,9.438.334,95,1.117
5,23,23,93.0,9.310.259,95,1.118
5,23,24,93.0,9.310.259,95,1.118
5,24,1,93.0,9.121.008,95,1.119
5,24,2,93.0,8.996.724,95,1.120
5,24,3,92.9,9.006.773,95,1.119
5,24,4,92.9,8.863.976,96,1.121
5,24,5,92.8,8.715.588,98,1.122
5,24,6,92.8,8.505.184,100,1.125
5,24,7,92.8,8.333.911,100,1.127
5,24,8,92.9,7.883.582,100,1.132
5,24,9,92.9,7.937.787,95,1.129
5,24,10,93.0,9.345.418,88,1.113
5,24,11,93.0,9.334.134,75,1.104
5,24,12,93.0,9.580.543,71,1.098
5,24,13,92.9,9.490.514,67,1.094
5,24,14,92.9,8.680.612,59,1.093
5,24,15,92.7,10.112.366,67,1.088
5,24,16,92.6,10.678.732,71,1.085
5,24,17,92.6,109.446,81,1.092
5,24,18,92.6,10.621.597,85,1.097
5,24,19,92.8,10.936.064,94,1.103
5,24,20,92.8,10.502.234,94,1.106
5,24,21,92.9,10.390.664,95,1.108
5,24,22,92.9,10.349.414,94,1.108
5,24,23,92.9,1.057.301,96,1.108
5,24,24,92.9,10.223.406,96,1.110
5,25,1,92.9,10.320.754,95,1.109
5,25,2,92.8,10.303.952,96,1.108
5,25,3,92.8,10.207.253,97,1.110
5,25,4,92.8,9.993.089,100,1.113
5,25,5,92.7,9.839.274,96,1.111
5,25,6,92.7,9.906.085,96,1.110
5,25,7,92.7,9.932.101,95,1.109
5,25,8,92.8,9.988.532,95,1.110
5,25,9,92.8,9.782.607,90,1.109
5,25,10,92.9,9.606.834,86,1.109
5,25,11,92.9,10.066.765,83,1.103
5,25,12,92.9,10.213.361,77,1.098
5,25,13,92.9,10.638.913,71,1.089
5,25,14,92.7,11.021.643,67,1.080
5,25,15,92.7,10.530.038,55,1.072
5,25,16,92.6,10.210.868,55,1.073
5,25,17,92.6,11.655.846,77,1.084
5,25,18,92.7,11.571.112,86,1.092
5,25,19,92.7,11.096.576,94,1.101
5,25,20,92.7,1.155.771,96,1.099
5,25,21,92.8,11.084.134,94,1.102
5,25,22,92.8,11.200.181,95,1.102
5,25,23,92.8,10.562.575,92,1.104
5,25,24,92.9,10.633.207,94,1.106
5,26,1,92.8,10.378.462,91,1.105
5,26,2,92.9,10.787.812,96,1.106
5,26,3,92.8,10.584.778,96,1.106
5,26,4,92.8,10.248.486,98,1.110
5,26,5,92.8,9.962.196,96,1.111
5,26,6,92.7,10.315.433,96,1.107
5,26,7,92.7,103.026,94,1.106
5,26,8,92.8,10.555.217,97,1.107
5,26,9,92.9,10.320.754,95,1.109
5,26,10,93.0,10.185.545,92,1.109
5,26,11,93.0,10.313.717,90,1.107
5,26,12,93.0,11.217.974,86,1.098
5,26,13,92.9,10.766.849,74,1.091
5,26,14,92.8,1.101.204,72,1.086
